label,HK1_drl,HK2_drl,HK3_drl,HK4_drl,HK5_drl,HK6_drl,HK7_drl,HK8_drl,HK9_drl,HK10_drl,HK11_drl,HK12_drl,HK1_dtbhk,HK2_dtbhk,HK3_dtbhk,HK4_dtbhk,HK5_dtbhk,HK6_dtbhk,HK7_dtbhk,HK8_dtbhk,HK9_dtbhk,HK10_dtbhk,HK11_dtbhk,HK12_dtbhk,HK1_sotchk,HK2_sotchk,HK3_sotchk,HK4_sotchk,HK5_sotchk,HK6_sotchk,HK7_sotchk,HK8_sotchk,HK9_sotchk,HK10_sotchk,HK11_sotchk,HK12_sotchk,pass_avsc,CCHV_1,CCHV_2,CCHV_3,CCHV_4,CCHV_5,CCHV_6
1,85.0,70.0,58.0,65.0,74.0,55.0,60.0,55.0,,,,,5.51,3.09,5.2,3.55,3.53,3.58,3.795,3.6,,,,,17.0,21.0,24.0,24.0,21.0,20.0,13.0,20.0,,,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,68.0,54.0,81.0,34.0,24.0,35.0,,,,,,,5.92,3.48,5.9,2.25,4.51,4.31,,,,,,,13.0,24.0,15.0,20.0,10.5,21.0,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,100.0,100.0,100.0,93.0,99.0,92.0,78.0,83.0,,,,,7.36,8.02,7.76,7.81,8.83,8.58,8.61,9.06,,,,,22.0,22.0,26.0,17.0,16.0,13.0,19.0,19.0,,,,,,,,,,,
0,87.0,78.0,76.0,72.0,80.0,80.0,80.0,80.0,,50.0,53.0,,5.72,5.37,6.369999999999999,6.2,6.8,7.24,7.295,6.99,,,,,9.0,15.0,16.5,16.0,19.0,17.0,12.5,11.0,,,,,,,,,,,
1,69.0,68.0,63.0,62.0,62.0,44.0,76.0,75.0,,70.0,50.0,50.0,5.59,6.73,6.5,7.18,6.15,6.84,6.67,6.94,,,,,17.0,19.0,16.0,21.0,23.0,25.0,15.0,11.0,,,,,,,,,,,
0,71.0,82.0,68.0,65.0,22.0,78.0,76.0,75.0,,,,,8.35,7.07,6.69,5.8,7.1,7.36,7.46,6.82,,,,,17.0,24.0,24.0,16.0,15.0,20.0,16.0,9.0,,,,,,,,,,,
0,85.0,88.0,95.0,79.0,90.0,70.0,80.0,,,,,,6.45,7.39,7.77,7.67,8.43,8.0,8.4,,,,,,22.0,19.0,24.0,19.0,16.0,16.0,16.0,,,,,,,,,,,,
1,74.0,58.0,61.0,19.0,,,,,,,,,5.25,3.63,3.11,0.5,,,,,,,,,18.0,21.0,20.0,16.0,,,,,,,,,,,,,,,
1,72.0,61.0,54.0,35.0,56.0,75.0,64.0,63.0,,,,,6.03,3.32,5.23,1.31,0.64,6.13,2.715,0.35,,,,,15.0,15.0,14.0,20.0,7.0,7.0,5.0,8.0,,,,,False,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,100.0,99.0,98.0,98.0,94.0,100.0,85.0,,55.0,,,,6.26,7.46,8.33,7.23,8.075,7.6,7.92,,,,,,17.0,21.0,16.5,18.0,11.0,19.0,16.0,,,,,,,,,,,,
0,74.0,64.0,95.0,90.0,100.0,85.0,100.0,91.0,,,,,8.25,7.81,7.77,8.76,7.58,8.06,7.89,8.48,,,,,19.0,21.0,20.0,15.0,14.0,19.0,17.0,13.0,,,,,True,,,,,,
0,54.0,81.0,86.0,75.0,76.0,75.0,88.0,81.0,,,,,7.02,6.64,6.41,7.28,6.96,7.17,7.87,8.6,,,,,19.0,19.0,22.0,19.0,18.0,18.0,18.0,4.0,,,,,True,,,,,,
0,70.0,70.0,88.0,79.0,66.0,77.0,90.0,75.0,,,,,6.91,7.17,8.07,7.29,7.99,7.31,8.2,7.55,,,,,17.0,21.0,25.0,22.0,19.0,19.0,17.0,13.0,,,,,,,,,,,
0,82.0,96.0,96.0,73.0,72.0,83.0,80.0,,,,,,8.32,7.96,7.59,8.29,8.58,8.5,8.63,,,,,,17.0,23.0,24.0,23.0,14.0,16.0,18.0,,,,,,,,,,,,
1,54.0,52.0,49.0,84.0,71.0,63.0,68.0,63.0,67.0,58.0,,,5.44,2.89,4.23,5.77,3.8,4.12,4.46,4.15,3.805,1.07,,,13.0,22.0,21.0,19.0,20.0,20.0,24.0,23.0,14.5,15.0,,,,,,,,,
1,65.0,64.0,66.0,68.0,80.0,70.0,60.0,55.0,,,,,8.1,6.19,8.18,6.59,6.24,2.24,2.72,0.91,,,,,17.0,20.0,18.0,23.0,20.0,15.0,20.0,11.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,73.0,50.0,,20.0,,,,,,,,,6.03,4.84,,,,,,,,,,,16.0,15.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,60.0,72.0,80.0,66.0,63.0,51.0,68.0,68.0,,,,,8.12,6.58,7.51,7.79,6.695,7.42,7.5,7.33,,,,,17.0,23.0,22.0,20.0,10.5,17.0,15.0,11.0,,,,,,,,,,,
1,81.0,62.0,58.0,73.0,80.0,80.0,75.0,80.0,71.0,,53.0,,7.5,6.86,7.18,7.11,7.93,6.68,5.44,6.07,7.23,,,,13.0,23.0,17.0,18.0,15.0,17.0,20.0,15.0,17.0,,,,,,,,,,
1,71.0,66.0,,,,,,,,,,,2.15,0.4,,,,,,,,,,,20.0,14.0,,,,,,,,,,,False,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,67.0,40.0,63.0,68.0,12.0,25.0,,,,,,,1.62,4.0,5.98,3.84,1.615,0.47,,,,,,,17.0,22.0,11.0,15.0,13.0,12.0,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,86.0,88.0,85.0,77.0,79.0,76.0,66.0,,,,,,5.52,7.38,8.11,7.47,7.03,7.71,7.9,,,,,,22.0,21.0,13.5,19.0,15.0,14.0,10.0,,,,,,,,,,,,
0,92.0,77.0,68.0,83.0,65.0,72.0,62.0,71.0,,63.0,60.0,,6.5,5.82,6.02,7.15,6.26,7.38,7.32,8.03,,,,,22.0,19.0,21.0,19.0,10.0,15.0,15.0,14.0,,,,,,,,,,,
1,57.0,61.0,17.0,31.0,65.0,60.0,59.0,62.0,,,,,4.16,3.67,2.19,3.07,5.630000000000001,2.45,4.09,6.52,,,,,22.0,15.0,21.0,11.0,13.0,13.0,13.0,18.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
0,80.0,93.0,86.0,78.0,70.0,62.0,52.0,60.0,63.0,,,,5.82,7.4,6.9,7.57,7.345000000000001,7.77,3.405,7.4,3.3,,,,22.0,21.0,24.0,17.0,9.0,14.0,9.0,9.0,7.0,,,,,,,,,,
0,84.0,54.0,37.0,53.0,91.0,65.0,65.0,63.0,80.0,74.0,60.0,,4.89,,2.39,3.52,4.04,3.97,3.7600000000000002,3.96,6.09,5.97,3.25,,22.0,,23.0,18.0,16.0,29.0,18.0,24.0,18.5,24.0,16.0,,,,,,,,
0,69.0,59.0,73.0,64.0,67.0,94.0,90.0,80.0,,,,,6.15,5.72,7.38,6.58,7.7,7.71,7.75,8.94,,,,,20.0,21.0,24.0,20.0,9.5,19.0,15.0,5.0,,,,,,,,,,,
1,72.0,65.0,42.0,36.0,10.0,25.0,31.0,30.0,,,,,5.62,5.22,6.0,3.61,2.49,,3.9299999999999997,1.93,,,,,13.0,19.0,20.0,20.0,21.0,,11.5,12.0,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,Bị cảnh cáo vì đóng học phí trễ,Được xem xét hạ mức,,,
1,95.0,52.0,56.0,,,,,,,,,,5.89,3.04,3.49,,,,,,,,,,17.0,20.0,15.0,,,,,,,,,,,,,,,,
0,81.0,90.0,90.0,79.0,87.0,80.0,80.0,,55.0,,,,7.54,8.11,7.55,7.91,8.64,8.62,8.74,,,,,,24.0,23.0,21.0,19.0,14.0,16.0,9.0,,,,,,,,,,,,
0,72.0,75.0,83.0,80.0,75.0,78.0,80.0,80.0,,,,,8.15,5.28,7.18,8.12,7.375,7.08,7.71,6.97,,,,,17.0,22.0,28.0,21.0,10.0,19.0,17.0,10.0,,,,,,,,,,,
1,83.0,78.0,66.0,65.0,80.0,,53.0,,,,,,4.16,2.7,4.4799999999999995,0.92,4.58,,,,,,,,16.0,20.0,11.5,10.0,8.5,,,,,,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,
0,75.0,67.0,78.0,67.0,62.0,70.0,76.0,85.0,,,,,6.71,6.52,7.51,7.28,7.37,7.28,7.5600000000000005,6.87,,,,,17.0,24.0,24.0,20.0,13.0,13.0,9.0,9.0,,,,,,,,,,,
0,66.0,72.0,90.0,59.0,82.0,56.0,55.0,43.0,,70.0,60.0,65.0,5.14,3.88,5.13,6.43,7.415,2.76,7.015000000000001,3.89,,,,,22.0,16.0,26.0,23.0,18.0,23.0,15.5,18.0,,,,,,,,,,,
1,71.0,61.0,68.0,69.0,66.0,68.0,80.0,85.0,69.0,75.0,,,5.59,4.51,4.83,5.94,7.21,6.69,6.48,6.38,5.2,6.42,,,17.0,20.0,22.0,25.0,10.5,26.0,17.0,19.0,17.0,13.0,,,,,,,,,
1,45.0,39.0,,20.0,,,,,,,,,5.81,0.4,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,76.0,73.0,80.0,75.0,80.0,75.0,76.0,73.0,,,,,8.3,6.89,8.46,7.86,7.41,7.27,6.8,8.42,,,,,17.0,19.0,23.0,20.0,14.0,19.0,17.0,13.0,,,,,True,,,,,,
0,66.0,34.0,78.0,56.0,64.0,34.0,77.0,80.0,60.0,75.0,50.0,,5.88,5.83,6.405,5.97,7.11,5.76,5.55,7.1,4.15,7.0,0.45,,17.0,19.0,13.5,25.0,21.0,14.0,15.0,6.0,8.0,6.0,8.0,,,,,,,,
1,68.0,84.0,89.0,85.0,83.0,75.0,68.0,,71.0,65.0,55.0,65.0,5.73,7.37,7.135,7.69,6.82,7.22,7.72,,,,,,22.0,19.0,15.0,19.0,21.0,19.0,18.0,,,,,,,,,,,,
0,68.0,74.0,95.0,77.0,70.0,55.0,60.0,46.0,,70.0,,,5.64,5.13,7.279999999999999,6.29,7.47,7.04,5.99,4.61,,,,,18.0,16.0,13.5,28.0,22.0,23.0,21.0,19.0,,,,,,,,,,,
0,81.0,82.0,61.0,58.0,67.0,74.0,73.0,63.0,,,,,8.09,6.66,5.71,3.25,6.3,6.5,6.43,0.35,,,,,17.0,27.0,30.0,16.0,24.0,24.0,24.0,16.0,,,,,,,,,,,
0,87.0,89.0,91.0,81.0,86.0,74.0,66.0,75.0,,,,,6.77,7.78,7.32,7.64,6.85,6.81,6.95,9.14,,,,,22.0,18.0,12.5,23.0,17.0,15.0,19.0,7.0,,,,,,,,,,,
0,80.0,85.0,90.0,85.0,91.0,86.0,,,,,,,7.29,5.87,6.61,6.47,7.165,8.22,,,,,,,17.0,23.0,16.0,22.0,15.5,23.0,,,,,,,True,,,,,,
0,87.0,82.0,91.0,74.0,86.0,64.0,70.0,60.0,67.0,68.0,60.0,,5.23,5.05,4.23,5.79,4.93,5.14,6.73,4.98,4.47,6.32,2.4,,22.0,20.0,17.0,25.0,15.5,20.0,17.0,11.0,10.0,10.0,3.0,,,,,,,,
0,80.0,85.0,73.0,80.0,62.0,72.0,75.0,75.0,,,,,5.96,7.18,6.445,6.78,6.1,6.89,6.449999999999999,6.58,,,,,13.0,23.0,15.0,17.0,20.0,18.0,12.5,10.0,,,,,,,,,,,
1,57.0,45.0,-19.0,22.0,61.0,39.0,26.0,41.0,71.0,70.0,60.0,,4.22,2.21,1.935,4.75,5.63,5.59,5.495,5.83,2.27,3.13,1.735,,18.0,19.0,13.5,15.0,16.0,18.0,20.0,24.0,16.5,12.0,11.5,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,79.0,62.0,54.0,32.0,42.0,,,,,,,,6.99,4.05,3.19,2.91,0.94,,,,,,,,17.0,19.0,22.0,19.0,14.0,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,97.0,52.0,74.0,79.0,85.0,70.0,81.0,70.0,,,,,7.56,5.83,5.17,5.88,5.09,4.57,3.94,0.0,,,,,13.0,23.0,24.0,24.0,10.0,22.0,19.0,15.0,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
1,73.0,63.0,80.0,,,52.0,58.0,,,,,,7.11,3.77,5.61,,,5.04,2.09,,,,,,19.0,21.0,21.0,,,14.0,14.0,,,,,,True,,,,,,
1,39.0,27.0,0.0,20.0,48.0,,,,,,,,3.14,3.61,3.14,2.88,6.08,,,,,,,,17.0,15.0,17.0,17.0,15.0,,,,,,,,,Bị cảnh cáo vì đóng học phí trễ,Được xem xét hạ mức,Bị cảnh cáo vì ĐTB học kỳ,,,
1,82.0,80.0,85.0,80.0,85.0,85.0,,,,,,,8.04,7.23,8.14,7.72,7.96,8.42,,,,,,,17.0,21.0,24.0,22.0,18.0,20.0,,,,,,,True,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,70.0,76.0,90.0,64.0,78.0,66.0,67.0,73.0,,70.0,,,4.95,4.05,6.96,5.92,7.4350000000000005,7.16,5.92,7.16,,,,,22.0,19.0,24.0,25.0,13.5,16.0,21.0,16.0,,,,,,,,,,,
0,79.0,74.0,71.0,44.0,72.0,57.0,68.0,73.0,,55.0,,,7.92,6.99,6.56,7.3,7.49,8.27,8.18,7.4,,,,,13.0,21.0,24.0,25.0,15.0,18.0,15.0,12.0,,,,,,,,,,,
0,76.0,97.0,64.0,60.0,79.0,57.0,65.0,56.0,60.0,,,,6.53,6.4,6.8149999999999995,5.68,6.945,6.68,5.535,5.61,5.7,,,,17.0,20.0,13.0,23.0,15.0,24.0,11.0,17.0,7.0,,,,,,,,,,
0,77.0,85.0,78.0,71.0,73.0,85.0,85.0,85.0,,,,,6.75,6.9,7.11,7.58,7.57,7.55,7.8,9.0,,,,,24.0,21.0,24.0,16.0,16.0,15.0,15.0,2.0,,,,,,,,,,,
0,64.0,90.0,90.0,85.0,76.0,95.0,98.0,69.0,,,,,8.06,8.21,8.4,7.43,8.19,8.71,7.3,7.39,,,,,13.0,17.0,23.0,18.0,14.0,20.0,23.0,16.0,,,,,False,,,,,,
0,88.0,60.0,54.0,58.0,90.0,80.0,78.0,68.0,,50.0,,,7.21,5.79,4.78,6.83,7.22,7.21,7.45,7.3,,,,,19.0,21.0,24.0,19.0,19.0,23.0,17.0,14.0,,,,,,,,,,,
1,59.0,69.0,-8.0,-28.0,15.0,44.0,,,,,,,5.19,4.11,4.48,0.63,5.9350000000000005,6.77,,,,,,,24.0,23.0,22.0,11.0,10.0,10.0,,,,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,
0,69.0,66.0,63.0,59.0,68.0,52.0,75.0,70.0,,65.0,50.0,50.0,4.35,3.83,4.78,4.47,4.78,5.01,5.835,6.91,,,,,17.0,20.0,13.0,21.0,14.0,15.0,14.5,20.0,,,,,,,,,,,
0,69.0,100.0,100.0,100.0,90.0,95.0,100.0,,,,,,8.76,9.01,8.97,8.62,8.78,8.77,9.06,,,,,,19.0,21.0,21.0,19.0,18.0,19.0,9.0,,,,,,True,,,,,,
0,88.0,70.0,72.0,100.0,90.0,85.0,81.0,,65.0,50.0,,,7.94,7.54,7.78,7.19,8.11,8.69,7.84,,,,,,19.0,15.0,23.0,18.0,19.0,19.0,21.0,,,,,,,,,,,,
1,67.0,63.0,69.0,57.0,,17.0,,,,,,,5.18,5.22,6.165,5.88,,,,,,,,,17.0,21.0,14.0,14.0,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,90.0,75.0,68.0,83.0,90.0,75.0,95.0,85.0,,,,,7.88,7.8,7.49,7.76,6.86,6.96,6.71,8.71,,,,,19.0,21.0,22.0,17.0,18.0,15.0,17.0,18.0,,,,,,,,,,,
0,95.0,95.0,88.0,73.0,72.0,83.0,60.0,75.0,,70.0,,,4.74,6.06,6.62,6.19,6.605,7.36,6.08,5.96,,,,,17.0,15.0,16.0,22.0,14.0,20.0,23.0,22.0,,,,,,,,,,,
1,73.0,70.0,68.0,,,,,,,,,,3.15,3.41,2.54,,,,,,,,,,20.0,22.0,20.0,,,,,,,,,,True,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,,,,,
1,64.0,49.0,74.0,55.0,58.0,44.0,63.0,54.0,65.0,74.0,,50.0,5.85,4.77,7.17,6.08,7.0600000000000005,4.38,4.19,2.4,3.0,5.82,,,17.0,24.0,24.0,21.0,10.0,23.0,22.0,24.0,10.5,17.0,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,100.0,90.0,37.0,79.0,79.0,68.0,66.0,70.0,76.0,,,,6.2,6.16,6.835,6.84,7.18,6.98,7.52,8.46,7.72,,,,22.0,19.0,17.0,16.0,16.0,18.0,15.0,8.0,10.0,,,,,,,,,,
0,78.0,93.0,88.0,76.0,54.0,87.0,90.0,85.0,,,,,7.08,7.05,7.61,7.29,7.98,7.93,8.89,8.24,,,,,24.0,21.0,24.0,16.0,16.0,15.0,15.0,10.0,,,,,,,,,,,
1,100.0,100.0,,,,,,,,,,,6.96,7.15,,,,,,,,,,,13.0,21.0,,,,,,,,,,,,,,,,,
1,61.0,72.0,,,,,,,,,,,4.48,1.12,,,,,,,,,,,19.0,13.0,,,,,,,,,,,True,,,,,,
1,71.0,73.0,80.0,70.0,,,,,,,,,5.45,3.12,6.15,1.36,,,,,,,,,17.0,15.0,23.0,20.0,,,,,,,,,True,,,,,,
0,76.0,50.0,84.0,61.0,62.0,59.0,90.0,75.0,,,,,6.42,5.13,6.86,6.81,7.32,7.43,7.48,7.84,,,,,13.0,19.0,24.0,25.0,13.0,20.0,14.0,8.0,,,,,,,,,,,
0,67.0,81.0,89.0,77.0,53.0,63.0,70.0,80.0,70.0,,,,5.91,6.62,8.69,7.54,7.6,6.23,3.84,8.4,7.37,,,,17.0,18.0,23.0,23.0,20.0,16.0,14.0,4.0,12.0,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
1,81.0,73.0,89.0,70.0,59.0,70.0,76.0,74.0,68.0,79.0,,50.0,5.97,5.58,6.72,6.55,4.46,5.93,7.03,5.54,6.05,5.9,,,17.0,22.0,24.0,22.0,25.0,24.0,16.0,10.0,8.0,4.0,,,,,,,,,
1,74.0,73.0,70.0,72.0,59.0,,,,,,,,6.58,3.55,6.68,6.82,5.7,,,,,,,,24.0,24.0,19.0,18.0,15.0,,,,,,,,,,,,,,
0,73.0,58.0,74.0,51.0,60.0,75.0,70.0,80.0,74.0,56.0,,,6.57,4.38,5.63,5.83,4.9399999999999995,6.79,6.45,6.94,6.550000000000001,6.53,,,19.0,19.0,20.0,16.0,11.0,19.0,16.0,17.0,6.0,12.0,,,,,,,,,
1,84.0,60.0,66.0,55.0,73.0,73.0,68.0,73.0,50.0,54.0,,,7.35,5.8,6.63,5.53,3.6,3.69,6.36,2.75,4.83,5.23,,,19.0,22.0,23.0,24.0,18.0,22.0,21.0,15.0,12.0,12.0,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,76.0,70.0,66.0,66.0,,,,,,,,,5.95,4.12,0.5,0.3,,,,,,,,,13.0,21.0,19.0,20.0,,,,,,,,,False,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,99.0,100.0,100.0,93.0,98.0,79.0,86.0,,55.0,,,,7.14,8.25,7.74,7.62,7.54,7.19,7.24,,,,,,22.0,20.0,21.0,20.0,9.0,18.0,17.0,,,,,,,,,,,,
1,64.0,50.0,39.0,32.0,14.0,,,,,,,,6.56,5.55,7.06,7.1,,,,,,,,,17.0,19.0,19.0,23.0,,,,,,,,,,,,,,,
0,79.0,67.0,64.0,78.0,76.0,75.0,76.0,80.0,85.0,90.0,58.0,,7.92,5.51,7.39,8.07,6.78,7.28,6.83,7.6,4.35,9.0,,,17.0,21.0,21.0,20.0,18.0,17.0,20.0,16.0,6.5,3.0,,,,,,,,,
0,100.0,80.0,68.0,95.0,95.0,90.0,80.0,80.0,,50.0,53.0,,7.17,8.17,7.11,7.16,6.63,6.81,7.11,6.22,,,,,17.0,17.0,21.0,19.0,12.0,18.0,21.0,17.0,,,,,,,,,,,
0,88.0,73.0,68.0,90.0,95.0,75.0,70.0,73.0,,,,,7.28,8.04,7.91,7.08,6.43,6.5,6.97,6.47,,,,,19.0,18.0,21.0,17.0,18.0,16.0,17.0,16.0,,,,,,,,,,,
0,95.0,100.0,88.0,87.0,82.0,80.0,81.0,,68.0,,,,8.42,7.39,7.0,7.62,7.9,7.38,7.5,,,,,,13.0,24.0,17.0,26.0,24.0,22.0,14.0,,,,,,,,,,,,
0,88.0,66.0,66.0,74.0,80.0,73.0,95.0,,67.0,58.0,53.0,,7.51,7.38,7.37,7.88,7.4,7.95,8.55,,,,,,17.0,21.0,22.0,20.0,20.0,16.0,16.0,,,,,,,,,,,,
0,62.0,70.0,68.0,73.0,76.0,90.0,100.0,,,,,,6.69,6.02,8.09,6.69,6.74,9.04,8.31,,,,,,17.0,19.0,13.5,24.0,17.0,20.0,14.0,,,,,,True,,,,,,
0,83.0,98.0,100.0,90.0,90.0,90.0,100.0,,,,,,8.77,8.41,8.64,8.33,8.53,8.72,8.82,,,,,,19.0,21.0,21.0,19.0,18.0,19.0,9.0,,,,,,True,,,,,,
1,97.0,97.0,85.0,83.0,73.0,93.0,90.0,80.0,,70.0,50.0,55.0,6.94,7.06,7.55,7.63,7.99,8.21,8.07,8.51,,,,,17.0,20.0,23.0,18.0,16.0,20.0,14.0,11.0,,,,,,,,,,,
0,64.0,74.0,83.0,75.0,66.0,81.0,81.0,75.0,,,,,7.74,7.09,8.1,7.76,8.2,7.76,8.24,8.22,,,,,17.0,20.0,23.0,20.0,20.0,22.0,14.0,10.0,,,,,,,,,,,
0,88.0,85.0,100.0,69.0,72.0,63.0,90.0,75.0,,,,,7.6,8.53,8.08,8.43,6.79,8.09,8.23,8.08,,,,,24.0,24.0,21.0,12.0,14.0,19.0,20.0,16.0,,,,,,,,,,,
0,88.0,84.0,86.0,71.0,79.0,80.0,90.0,75.0,,,,,7.56,8.53,7.87,8.49,9.05,8.1,8.54,9.54,,,,,24.0,21.0,20.0,15.0,15.0,19.0,17.0,14.0,,,,,,,,,,,
1,63.0,74.0,80.0,73.0,75.0,63.0,85.0,,50.0,,,,5.05,4.39,4.85,4.24,5.57,3.21,5.32,,,,,,19.0,21.0,13.5,21.0,20.0,16.0,19.0,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,89.0,59.0,65.0,67.0,79.0,80.0,80.0,72.0,50.0,50.0,,,7.64,5.56,5.85,5.76,5.880000000000001,6.69,6.55,5.13,1.89,4.5,,,19.0,21.0,20.0,19.0,8.5,22.0,17.0,18.0,7.0,4.0,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,98.0,85.0,63.0,87.0,87.0,84.0,70.0,,55.0,,,,7.36,6.86,6.68,7.53,7.24,8.39,8.37,,,,,,22.0,21.0,24.0,19.0,15.0,14.0,11.0,,,,,,,,,,,,
0,67.0,80.0,85.0,53.0,69.0,72.0,80.0,80.0,65.0,69.0,,,7.11,6.9,6.5,7.41,5.64,6.65,6.66,6.9,4.0,5.86,,,19.0,24.0,21.0,17.0,14.0,19.0,20.0,18.0,6.0,7.0,,,,,,,,,
1,53.0,54.0,59.0,83.0,86.0,70.0,,,,,,,5.29,2.76,6.51,6.0,6.07,4.29,,,,,,,17.0,17.0,16.0,21.0,23.0,14.0,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,81.0,85.0,86.0,80.0,93.0,82.0,,,,,,,6.76,6.7,6.48,6.35,7.22,7.55,,,,,,,20.0,22.0,20.0,19.0,20.0,17.0,,,,,,,True,,,,,,
0,61.0,70.0,89.0,64.0,58.0,66.0,68.0,68.0,,,,,8.03,7.13,7.45,7.35,5.91,6.35,6.04,6.35,,,,,17.0,24.0,22.0,19.0,14.0,15.0,19.0,16.0,,,,,,,,,,,
0,83.0,70.0,84.0,71.0,64.0,78.0,76.0,75.0,,,,,7.56,7.19,7.89,7.34,7.75,8.22,7.98,7.64,,,,,17.0,20.0,23.0,23.0,17.0,17.0,15.0,11.0,,,,,,,,,,,
1,89.0,72.0,69.0,88.0,89.0,88.0,86.0,70.0,50.0,58.0,,,7.41,3.58,6.24,5.1,5.47,4.51,7.35,1.84,,7.77,,,13.0,21.0,24.0,22.0,12.0,7.0,6.0,7.0,,9.0,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,80.0,75.0,73.0,63.0,,,,,,,,,5.26,1.27,3.83,2.39,,,,,,,,,18.0,21.0,21.0,19.0,,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,Bị cảnh cáo vì ĐTB và trễ học phí,,,
0,74.0,72.0,89.0,78.0,68.0,83.0,85.0,75.0,,70.0,,,7.09,7.23,8.49,8.7,7.96,8.84,8.42,8.2,,,,,17.0,24.0,28.0,14.0,17.0,17.0,11.0,11.0,,,,,,,,,,,
1,90.0,70.0,,,,,,,,,,,5.6,0.67,,,,,,,,,,,8.0,9.0,,,,,,,,,,,False,,,,,,
1,72.0,73.0,75.0,,,,,,,,,,5.53,5.17,4.46,,,,,,,,,,11.0,12.0,11.0,,,,,,,,,,False,,,,,,
0,68.0,78.0,82.0,85.0,62.0,73.0,76.0,75.0,,70.0,,,6.76,6.27,7.22,7.33,6.93,7.3,7.43,7.09,,,,,17.0,19.0,23.0,18.0,21.0,21.0,18.0,14.0,,,,,,,,,,,
0,79.0,88.0,78.0,83.0,85.0,95.0,100.0,100.0,,,,,6.45,6.8,7.97,6.66,7.5,8.3,8.22,8.12,,,,,19.0,21.0,15.0,20.0,21.0,14.0,22.0,10.0,,,,,True,,,,,,
0,100.0,71.0,71.0,80.0,78.0,84.0,74.0,,,,,,7.02,5.93,7.13,6.53,7.74,8.49,8.545,,,,,,22.0,21.0,21.0,20.0,21.0,14.0,10.5,,,,,,,,,,,,
1,77.0,65.0,91.0,79.0,54.0,80.0,76.0,75.0,68.0,80.0,,50.0,6.81,6.12,8.19,6.78,4.49,6.98,8.28,7.62,6.53,8.2,,,13.0,21.0,22.0,24.0,19.0,18.0,20.0,18.0,16.0,4.0,,,,,,,,,
1,92.0,83.0,81.0,73.0,64.0,74.0,80.0,75.0,,75.0,50.0,50.0,7.44,7.28,6.57,6.74,7.27,6.45,7.55,6.93,,,,,17.0,24.0,22.0,17.0,19.0,19.0,15.0,10.0,,,,,,,,,,,
1,100.0,70.0,,55.0,,,,,,,,,6.09,2.29,,,,,,,,,,,15.0,21.0,,,,,,,,,,,True,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
0,76.0,85.0,100.0,90.0,100.0,95.0,100.0,,,,,,9.15,8.61,9.03,8.85,9.38,9.43,9.53,,,,,,17.0,19.0,24.0,24.0,16.0,16.0,15.0,,,,,,True,,,,,,
0,80.0,72.0,90.0,64.0,69.0,64.0,75.0,74.0,65.0,,50.0,,4.42,4.54,5.664999999999999,4.61,7.23,5.9,5.74,5.72,6.63,,,,13.0,20.0,15.0,21.0,19.0,20.0,14.0,20.0,14.0,,,,,,,,,,
0,61.0,78.0,92.0,74.0,62.0,75.0,86.0,75.0,,,,,7.56,7.55,7.61,7.34,7.73,7.85,8.61,9.29,,,,,17.0,24.0,23.0,20.0,17.0,15.0,17.0,14.0,,,,,,,,,,,
